SampleID,Q-001使用している,Q-002使用中のブランド(V),Q3_好きなところ(FA),Q4_嫌いなところ(FA),Q5_他に使用してみたいブランドの有無(V),Q5_2_他に使用してみたいブランド(V),Q6_理由(FA),Q7_年代(V),Q8_婚姻(V),Q9_ファンデーションのタイプ(V),Q10_購入場所(V),Q11_感じていること・要望など(FA)
138,1,その他,ファンデーションを塗った時の、肌の窒息感がない。ファンデーション自体が、肌に良い感じ。,デザインがおばちゃんぽくて、可愛くない。購入出来る場所が少ない。,ある,ドクターシーラボ,試供品を使ってみたら、これも肌の窒息感が余りなくて、良さげで、かつカバー力も現在使用してるものより強かった。,35-39歳,未婚,リキッドタイプ,その他,カバー力が強く、目が細かいものは、大抵「肌が窒息してる～！」って感じがするものが多いので、保湿クリーム感覚で使えるファンデーションが好きです。
139,1,その他,リーズナブルな価格,特になし,ない,,,40-49歳,未婚,パウダリータイプ,デパート,特になし
140,1,その他,スキンケアができること。,特にない。,ない,,,40-49歳,既婚（子供あり）,クリームタイプ,その他,特にない。
141,1,その他,外でゴルフ、テニス得押していてもあまり崩れない。,カバー力が強い為濃い化粧をしていると思われがち,ない,,,50-59歳,既婚（子供あり）,リキッドタイプ,ドラッグストア,塗るだけで顔を表情が引き締まって見える。
142,1,その他,もともとはＣＭのインパクトで使用しました。横長のデザイン、安価なところもうれしいです。,特に思い当たらない。,ない,,,30-34歳,既婚（子供あり）,パウダリータイプ,ドラッグストア,よく「ファンデーションなのに美溶液」みたいなうたい文句の商品がありますが、あれってどうなんでしょう？？？
143,1,その他,サラッとした着け心地,特になし,ない,,,30-34歳,既婚（子供あり）,パウダリータイプ,デパート,特になし
144,1,その他,自然化粧品だから,落ちやすいところ,ない,,,30-34歳,未婚,パウダリータイプ,ブランド専門のインターネット通信販売,毛穴の目立たないのが使ってみたい。
145,1,プラウディア,しっかりカバーするのに自然なところ。,特になし,ある,マキアージュ,新ブランドだから。,25-29歳,既婚（子供あり）,パウダリータイプ,ドラッグストア,なし
146,1,その他,コンビニで買えるので手軽,特に無し,ない,,,25-29歳,未婚,パウダリータイプ,コンビニエンスストア,どうしてもつけていると不快感が出てくるのでそういうのの少ないファンデーションが使いたい
147,1,メイベリン,サラサラした着け具合伸びがいいマットな仕上がり,すぐ落ちるシミは隠れない,ない,,,60歳以上,未婚,クリームタイプ,ドラッグストア,今までは「エクスポーテ」のシリーズを使っていました。仕上がりがとても綺麗で化粧崩れもなくて気に入っていました。でも、インターネットでしか購入できないので、面倒なのが欠点です。
148,1,ファインフィット,ずっと使っていて肌のトラブルもないところ,特にありません,ない,,,35-39歳,未婚,リキッドタイプ,ドラッグストア,特にありません
149,1,プラウディア,CMとか名前の感じがよかったから。,特になし,ない,,,25-29歳,既婚（子供あり）,パウダリータイプ,ドラッグストア,色がもっと細かい種類があればいいなと思う。
150,1,化粧惑星,薄付き,付け過ぎると粉っぽくなる,ない,,,40-49歳,既婚（子供あり）,パウダリータイプ,ドラッグストア,サンプルのほうが性能が良い気がする
151,1,その他,スティックタイプで手が汚れない。パウダーとは違って粉散りしない。乾燥肌なのでパウダーは苦手だがリキッドは手が汚れるから嫌い。また、毛穴がきれいに隠れる。,香料がきつい,ある,その他,パウダーなのにしっとりと聞いたから,20-24歳,未婚,その他,デパート,付属のスポンジがすぐへたってしまう。。
152,1,カバーマーク,色が自分に合っている。むらなくつく,とくにない,ない,,,30-34歳,既婚（子供なし）,リキッドタイプ,デパート,ファンデーションを自分に合った色にしただけで､本来のすはだにちかいめいくができるようになった。
153,1,プラウディア,透明感,とくになし,ない,,,30-34歳,未婚,パウダリータイプ,ドラッグストア,薄づきで透明感のあるものが欲しい。
154,1,その他,価格が安い。肌にやさしい。成分が安心。,汗などですぐ落ちる。,ある,CHANEL,雑誌で見て、さすが一流ブランドと思わせる品質を感じたから。,40-49歳,既婚（子供なし）,パウダリータイプ,インターネット以外の通信販売,ファンデーションと美容液が一体になったようなものが欲しい。
155,1,ファンケル,無添加でパラベンフリー。価格が比較的安い。,すぐに無くなる。カバー力がない。保湿力もない。,ある,カバーマーク,だいぶ前に使用したことがあり、すごく使い心地が良かったので。どの位進化したか試してみたい。,40-49歳,既婚（子供あり）,パウダリータイプ,ブランド専門のインターネット通信販売,シミが隠れない。時間がたつと粉を吹く。
156,1,その他,きめが細かい,特にない,ない,,,35-39歳,既婚（子供あり）,リキッドタイプ,インターネット以外の通信販売,毛穴が目立たない様にしたい
157,1,その他,ワンプッシュでファンデーションがでてくる,液だれしてボトルが汚れる,ない,,,50-59歳,既婚（子供あり）,リキッドタイプ,その他,簡単に薄くムラなくきれいにつけられたらなあと思っている
158,1,UVホワイト,オールシーズンタイプで、季節ごとに買い換えなくてもよいこと。パウダータイプだけど、ぴったりとつく感じがよい。,残り少なくなると、割れてしまって使えなくなること。,ない,,,30-34歳,既婚（子供あり）,パウダリータイプ,ドラッグストア,肌との色あわせに失敗したので、カウンセリングコーナーで扱っていないファンデーションは買いたくない。
159,1,プラウディア,透明感がある。,毛穴に入りやすい。,ある,ルティーナ,より透明感が高まりそう。,40-49歳,既婚（子供あり）,パウダリータイプ,デパート,肌に本当によいファンデーションを使用したい。
160,1,CHANEL,のびがいい、肌ののりがいい,高い、容器が底上げしている,ない,,,40-49歳,既婚（子供あり）,クリームタイプ,その他,色々と試してみたいと思うのですが、化粧品の販売員に色々と嫌な思いをさせられたので、どうしても同じものを海外で買ってきてしまいます。　海外のものよりも、国内ブランドのほうが日本人の肌にもあっていると思うのですが、あの販売員の態度はどうにかならないものでしょうか？
161,1,アテニア,仕上がりが自然な点,特にない,ない,,,35-39歳,既婚（子供あり）,パウダリータイプ,その他,テカテカしたり、やたらマットなものは嫌い。自然に仕上がるのが一番。
162,1,その他,安いところ,伸びないところ,ある,ルティーナ,以前使っていて良かったから,30-34歳,既婚（子供あり）,パウダリータイプ,ドラッグストア,全体的に値段をもう少し下げてほしい
